variant,suite,workload,parameter,implementation,metric,value,units
stock,kernelbench,mse_loss,8192x8192,seguru,time,307.359490,us
stock,kernelbench,mse_loss,8192x8192,seguru,throughput,1746.719817,GB/s
stock,kernelbench,max_pool1d,8192x8192/k=4/s=4,seguru,time,210.226895,us
stock,kernelbench,max_pool1d,8192x8192/k=4/s=4,seguru,throughput,1596.105579,GB/s
stock,kernelbench,relu,32768x32768,seguru,time,5223.645320,us
stock,kernelbench,relu,32768x32768,seguru,throughput,1644.432971,GB/s
stock,kernelbench,gelu,32768x32768,seguru,time,5217.617395,us
stock,kernelbench,gelu,32768x32768,seguru,throughput,1646.332788,GB/s
stock,kernelbench,sigmoid,32768x32768,seguru,time,5225.921110,us
stock,kernelbench,sigmoid,32768x32768,seguru,throughput,1643.716851,GB/s
stock,kernelbench,tanh,32768x32768,seguru,time,5217.873675,us
stock,kernelbench,tanh,32768x32768,seguru,throughput,1646.251927,GB/s
stock,kernelbench,swish,32768x32768,seguru,time,5225.497385,us
stock,kernelbench,swish,32768x32768,seguru,throughput,1643.850137,GB/s
stock,kernelbench,softplus,32768x32768,seguru,time,5226.210310,us
stock,kernelbench,softplus,32768x32768,seguru,throughput,1643.625894,GB/s
stock,kernelbench,leaky_relu,32768x32768,seguru,time,5222.121715,us
stock,kernelbench,leaky_relu,32768x32768,seguru,throughput,1644.912750,GB/s
stock,kernelbench,softmax,32768x32768,seguru,time,7874.357415,us
stock,kernelbench,softmax,32768x32768,seguru,throughput,1090.874358,GB/s
stock,kernelbench,log_softmax,32768x32768,seguru,time,7857.989840,us
stock,kernelbench,log_softmax,32768x32768,seguru,throughput,1093.146564,GB/s
stock,kernelbench,cumsum,32768x32768,seguru,time,5351.570535,us
stock,kernelbench,cumsum,32768x32768,seguru,throughput,1605.124054,GB/s
stock,kernelbench,rms_norm,32768x32768,seguru,time,7735.762300,us
stock,kernelbench,rms_norm,32768x32768,seguru,throughput,1110.418632,GB/s
stock,kernelbench,l1_norm,32768x32768,seguru,time,7736.428265,us
stock,kernelbench,l1_norm,32768x32768,seguru,throughput,1110.323045,GB/s
stock,kernelbench,l2_norm,32768x32768,seguru,time,7736.460275,us
stock,kernelbench,l2_norm,32768x32768,seguru,throughput,1110.318451,GB/s
stock,kernelbench,layer_norm,32768x32768,seguru,time,10439.563845,us
stock,kernelbench,layer_norm,32768x32768,seguru,throughput,822.825045,GB/s
stock,kernelbench,sum_dim,32768x32768,seguru,time,2375.807205,us
stock,kernelbench,sum_dim,32768x32768,seguru,throughput,1807.848027,GB/s
stock,kernelbench,mean_dim,32768x32768,seguru,time,2375.789975,us
stock,kernelbench,mean_dim,32768x32768,seguru,throughput,1807.861138,GB/s
stock,kernelbench,max_dim,32768x32768,seguru,time,2377.566120,us
stock,kernelbench,max_dim,32768x32768,seguru,throughput,1806.510587,GB/s
stock,kernelbench,argmax_dim,32768x32768,seguru,time,4959.359050,us
stock,kernelbench,argmax_dim,32768x32768,seguru,throughput,866.059167,GB/s
stock,kernelbench,mse_loss,32768x32768,seguru,time,4780.291635,us
stock,kernelbench,mse_loss,32768x32768,seguru,throughput,1796.947812,GB/s
stock,kernelbench,max_pool1d,32768x32768/k=4/s=4,seguru,time,3273.697675,us
stock,kernelbench,max_pool1d,32768x32768/k=4/s=4,seguru,throughput,1639.952632,GB/s
stock,kernelbench,relu,2048x2048,cuda,time,22.937601,us
stock,kernelbench,relu,2048x2048,cuda,throughput,1462.857104,GB/s
stock,kernelbench,gelu,2048x2048,cuda,time,25.410559,us
stock,kernelbench,gelu,2048x2048,cuda,throughput,1320.491681,GB/s
stock,kernelbench,sigmoid,2048x2048,cuda,time,24.704001,us
stock,kernelbench,sigmoid,2048x2048,cuda,throughput,1358.259015,GB/s
stock,kernelbench,tanh,2048x2048,cuda,time,23.480320,us
stock,kernelbench,tanh,2048x2048,cuda,throughput,1429.044921,GB/s
stock,kernelbench,swish,2048x2048,cuda,time,24.545281,us
stock,kernelbench,swish,2048x2048,cuda,throughput,1367.042084,GB/s
stock,kernelbench,softplus,2048x2048,cuda,time,27.166719,us
stock,kernelbench,softplus,2048x2048,cuda,throughput,1235.130067,GB/s
stock,kernelbench,leaky_relu,2048x2048,cuda,time,22.993920,us
stock,kernelbench,leaky_relu,2048x2048,cuda,throughput,1459.274113,GB/s
stock,kernelbench,softmax,2048x2048,cuda,time,25.415680,us
stock,kernelbench,softmax,2048x2048,cuda,throughput,1320.225603,GB/s
stock,kernelbench,log_softmax,2048x2048,cuda,time,22.082560,us
stock,kernelbench,log_softmax,2048x2048,cuda,throughput,1519.499184,GB/s
stock,kernelbench,cumsum,2048x2048,cuda,time,31.293440,us
stock,kernelbench,cumsum,2048x2048,cuda,throughput,1072.251314,GB/s
stock,kernelbench,rms_norm,2048x2048,cuda,time,20.915201,us
stock,kernelbench,rms_norm,2048x2048,cuda,throughput,1604.308391,GB/s
stock,kernelbench,l1_norm,2048x2048,cuda,time,20.971520,us
stock,kernelbench,l1_norm,2048x2048,cuda,throughput,1600.000004,GB/s
stock,kernelbench,l2_norm,2048x2048,cuda,time,20.894721,us
stock,kernelbench,l2_norm,2048x2048,cuda,throughput,1605.880869,GB/s
stock,kernelbench,layer_norm,2048x2048,cuda,time,24.519680,us
stock,kernelbench,layer_norm,2048x2048,cuda,throughput,1368.469434,GB/s
stock,kernelbench,sum_dim,2048x2048,cuda,time,7.142400,us
stock,kernelbench,sum_dim,2048x2048,cuda,throughput,2350.107479,GB/s
stock,kernelbench,mean_dim,2048x2048,cuda,time,7.265280,us
stock,kernelbench,mean_dim,2048x2048,cuda,throughput,2310.359443,GB/s
stock,kernelbench,max_dim,2048x2048,cuda,time,7.157760,us
stock,kernelbench,max_dim,2048x2048,cuda,throughput,2345.064292,GB/s
stock,kernelbench,argmax_dim,2048x2048,cuda,time,9.733120,us
stock,kernelbench,argmax_dim,2048x2048,cuda,throughput,1724.565982,GB/s
stock,kernelbench,mse_loss,2048x2048,cuda,time,23.403521,us
stock,kernelbench,mse_loss,2048x2048,cuda,throughput,1433.734377,GB/s
stock,kernelbench,max_pool1d,2048x2048/k=4/s=4,cuda,time,7.511040,us
stock,kernelbench,max_pool1d,2048x2048/k=4/s=4,cuda,throughput,2792.092716,GB/s
stock,kernelbench,relu,8192x8192,cuda,time,348.042221,us
stock,kernelbench,relu,8192x8192,cuda,throughput,1542.545357,GB/s
stock,kernelbench,gelu,8192x8192,cuda,time,375.521278,us
stock,kernelbench,gelu,8192x8192,cuda,throughput,1429.668418,GB/s
stock,kernelbench,sigmoid,8192x8192,cuda,time,366.873589,us
stock,kernelbench,sigmoid,8192x8192,cuda,throughput,1463.367571,GB/s
stock,kernelbench,tanh,8192x8192,cuda,time,355.276794,us
stock,kernelbench,tanh,8192x8192,cuda,throughput,1511.134193,GB/s
stock,kernelbench,swish,8192x8192,cuda,time,365.532150,us
stock,kernelbench,swish,8192x8192,cuda,throughput,1468.737871,GB/s
stock,kernelbench,softplus,8192x8192,cuda,time,404.095993,us
stock,kernelbench,softplus,8192x8192,cuda,throughput,1328.572718,GB/s
stock,kernelbench,leaky_relu,8192x8192,cuda,time,349.721603,us
stock,kernelbench,leaky_relu,8192x8192,cuda,throughput,1535.137969,GB/s
stock,kernelbench,softmax,8192x8192,cuda,time,493.301773,us
stock,kernelbench,softmax,8192x8192,cuda,throughput,1088.321472,GB/s
stock,kernelbench,log_softmax,8192x8192,cuda,time,488.453102,us
stock,kernelbench,log_softmax,8192x8192,cuda,throughput,1099.124787,GB/s
stock,kernelbench,cumsum,8192x8192,cuda,time,410.572815,us
stock,kernelbench,cumsum,8192x8192,cuda,throughput,1307.614368,GB/s
stock,kernelbench,rms_norm,8192x8192,cuda,time,471.603203,us
stock,kernelbench,rms_norm,8192x8192,cuda,throughput,1138.395390,GB/s
stock,kernelbench,l1_norm,8192x8192,cuda,time,470.405121,us
stock,kernelbench,l1_norm,8192x8192,cuda,throughput,1141.294787,GB/s
stock,kernelbench,l2_norm,8192x8192,cuda,time,470.195198,us
stock,kernelbench,l2_norm,8192x8192,cuda,throughput,1141.804328,GB/s
stock,kernelbench,layer_norm,8192x8192,cuda,time,495.861778,us
stock,kernelbench,layer_norm,8192x8192,cuda,throughput,1082.702752,GB/s
stock,kernelbench,sum_dim,8192x8192,cuda,time,163.911686,us
stock,kernelbench,sum_dim,8192x8192,cuda,throughput,1637.883367,GB/s
stock,kernelbench,mean_dim,8192x8192,cuda,time,163.788795,us
stock,kernelbench,mean_dim,8192x8192,cuda,throughput,1639.112268,GB/s
stock,kernelbench,max_dim,8192x8192,cuda,time,163.891201,us
stock,kernelbench,max_dim,8192x8192,cuda,throughput,1638.088087,GB/s
stock,kernelbench,argmax_dim,8192x8192,cuda,time,230.410233,us
stock,kernelbench,argmax_dim,8192x8192,cuda,throughput,1165.174919,GB/s
stock,kernelbench,mse_loss,8192x8192,cuda,time,338.908157,us
stock,kernelbench,mse_loss,8192x8192,cuda,throughput,1584.119179,GB/s
stock,kernelbench,max_pool1d,8192x8192/k=4/s=4,cuda,time,209.920006,us
stock,kernelbench,max_pool1d,8192x8192/k=4/s=4,cuda,throughput,1598.438980,GB/s
stock,kernelbench,relu,32768x32768,cuda,time,5526.271973,us
stock,kernelbench,relu,32768x32768,cuda,throughput,1554.381441,GB/s
stock,kernelbench,gelu,32768x32768,cuda,time,5963.555908,us
stock,kernelbench,gelu,32768x32768,cuda,throughput,1440.404806,GB/s
stock,kernelbench,sigmoid,32768x32768,cuda,time,5797.196655,us
stock,kernelbench,sigmoid,32768x32768,cuda,throughput,1481.739382,GB/s
stock,kernelbench,tanh,32768x32768,cuda,time,5620.797729,us
stock,kernelbench,tanh,32768x32768,cuda,throughput,1528.241187,GB/s
stock,kernelbench,swish,32768x32768,cuda,time,5794.841309,us
stock,kernelbench,swish,32768x32768,cuda,throughput,1482.341644,GB/s
stock,kernelbench,softplus,32768x32768,cuda,time,6402.539673,us
stock,kernelbench,softplus,32768x32768,cuda,throughput,1341.644883,GB/s
stock,kernelbench,leaky_relu,32768x32768,cuda,time,5534.935303,us
stock,kernelbench,leaky_relu,32768x32768,cuda,throughput,1551.948509,GB/s
stock,kernelbench,softmax,32768x32768,cuda,time,11214.909668,us
stock,kernelbench,softmax,32768x32768,cuda,throughput,765.938812,GB/s
stock,kernelbench,log_softmax,32768x32768,cuda,time,11192.545166,us
stock,kernelbench,log_softmax,32768x32768,cuda,throughput,767.469281,GB/s
stock,kernelbench,cumsum,32768x32768,cuda,time,6452.265015,us
stock,kernelbench,cumsum,32768x32768,cuda,throughput,1331.305297,GB/s
stock,kernelbench,rms_norm,32768x32768,cuda,time,8533.053589,us
stock,kernelbench,rms_norm,32768x32768,cuda,throughput,1006.665961,GB/s
stock,kernelbench,l1_norm,32768x32768,cuda,time,8535.485229,us
stock,kernelbench,l1_norm,32768x32768,cuda,throughput,1006.379176,GB/s
stock,kernelbench,l2_norm,32768x32768,cuda,time,8533.514404,us
stock,kernelbench,l2_norm,32768x32768,cuda,throughput,1006.611600,GB/s
stock,kernelbench,layer_norm,32768x32768,cuda,time,11233.489990,us
stock,kernelbench,layer_norm,32768x32768,cuda,throughput,764.671941,GB/s
stock,kernelbench,sum_dim,32768x32768,cuda,time,2567.290955,us
stock,kernelbench,sum_dim,32768x32768,cuda,throughput,0.051055,GB/s
stock,kernelbench,mean_dim,32768x32768,cuda,time,2567.516174,us
stock,kernelbench,mean_dim,32768x32768,cuda,throughput,0.051050,GB/s
stock,kernelbench,max_dim,32768x32768,cuda,time,2567.695312,us
stock,kernelbench,max_dim,32768x32768,cuda,throughput,0.051047,GB/s
stock,kernelbench,argmax_dim,32768x32768,cuda,time,5152.312622,us
stock,kernelbench,argmax_dim,32768x32768,cuda,throughput,0.025439,GB/s
stock,kernelbench,mse_loss,32768x32768,cuda,time,5329.187622,us
stock,kernelbench,mse_loss,32768x32768,cuda,throughput,1611.865673,GB/s
stock,kernelbench,max_pool1d,32768x32768/k=4/s=4,cuda,time,3281.904602,us
stock,kernelbench,max_pool1d,32768x32768/k=4/s=4,cuda,throughput,327.170334,GB/s
nobc,kernelbench,relu,2048x2048,seguru,time,20.858405,us
nobc,kernelbench,relu,2048x2048,seguru,throughput,1608.676790,GB/s
nobc,kernelbench,gelu,2048x2048,seguru,time,22.203305,us
nobc,kernelbench,gelu,2048x2048,seguru,throughput,1511.235917,GB/s
nobc,kernelbench,sigmoid,2048x2048,seguru,time,21.188065,us
nobc,kernelbench,sigmoid,2048x2048,seguru,throughput,1583.647775,GB/s
nobc,kernelbench,tanh,2048x2048,seguru,time,21.517325,us
nobc,kernelbench,tanh,2048x2048,seguru,throughput,1559.414658,GB/s
nobc,kernelbench,swish,2048x2048,seguru,time,21.175390,us
nobc,kernelbench,swish,2048x2048,seguru,throughput,1584.595703,GB/s
nobc,kernelbench,softplus,2048x2048,seguru,time,21.156355,us
nobc,kernelbench,softplus,2048x2048,seguru,throughput,1586.021411,GB/s
nobc,kernelbench,leaky_relu,2048x2048,seguru,time,21.121345,us
nobc,kernelbench,leaky_relu,2048x2048,seguru,throughput,1588.650344,GB/s
nobc,kernelbench,softmax,2048x2048,seguru,time,22.509670,us
nobc,kernelbench,softmax,2048x2048,seguru,throughput,1490.667433,GB/s
nobc,kernelbench,log_softmax,2048x2048,seguru,time,21.954840,us
nobc,kernelbench,log_softmax,2048x2048,seguru,throughput,1528.338717,GB/s
nobc,kernelbench,cumsum,2048x2048,seguru,time,21.709835,us
nobc,kernelbench,cumsum,2048x2048,seguru,throughput,1545.586689,GB/s
nobc,kernelbench,rms_norm,2048x2048,seguru,time,19.951165,us
nobc,kernelbench,rms_norm,2048x2048,seguru,throughput,1681.828204,GB/s
nobc,kernelbench,l1_norm,2048x2048,seguru,time,19.718035,us
nobc,kernelbench,l1_norm,2048x2048,seguru,throughput,1701.712772,GB/s
nobc,kernelbench,l2_norm,2048x2048,seguru,time,19.806595,us
nobc,kernelbench,l2_norm,2048x2048,seguru,throughput,1694.104009,GB/s
nobc,kernelbench,layer_norm,2048x2048,seguru,time,23.773515,us
nobc,kernelbench,layer_norm,2048x2048,seguru,throughput,1411.420734,GB/s
nobc,kernelbench,sum_dim,2048x2048,seguru,time,7.386070,us
nobc,kernelbench,sum_dim,2048x2048,seguru,throughput,2272.576350,GB/s
nobc,kernelbench,mean_dim,2048x2048,seguru,time,7.387070,us
nobc,kernelbench,mean_dim,2048x2048,seguru,throughput,2272.268707,GB/s
nobc,kernelbench,max_dim,2048x2048,seguru,time,7.364180,us
nobc,kernelbench,max_dim,2048x2048,seguru,throughput,2279.331575,GB/s
nobc,kernelbench,argmax_dim,2048x2048,seguru,time,10.276645,us
nobc,kernelbench,argmax_dim,2048x2048,seguru,throughput,1633.354855,GB/s
nobc,kernelbench,mse_loss,2048x2048,seguru,time,18.178025,us
nobc,kernelbench,mse_loss,2048x2048,seguru,throughput,1845.878856,GB/s
nobc,kernelbench,max_pool1d,2048x2048/k=4/s=4,seguru,time,8.389185,us
nobc,kernelbench,max_pool1d,2048x2048/k=4/s=4,seguru,throughput,2499.828052,GB/s
nobc,kernelbench,relu,8192x8192,seguru,time,330.455795,us
nobc,kernelbench,relu,8192x8192,seguru,throughput,1624.637607,GB/s
nobc,kernelbench,gelu,8192x8192,seguru,time,330.541505,us
nobc,kernelbench,gelu,8192x8192,seguru,throughput,1624.216336,GB/s
nobc,kernelbench,sigmoid,8192x8192,seguru,time,330.446080,us
nobc,kernelbench,sigmoid,8192x8192,seguru,throughput,1624.685371,GB/s
nobc,kernelbench,tanh,8192x8192,seguru,time,330.470220,us
nobc,kernelbench,tanh,8192x8192,seguru,throughput,1624.566692,GB/s
nobc,kernelbench,swish,8192x8192,seguru,time,330.412610,us
nobc,kernelbench,swish,8192x8192,seguru,throughput,1624.849947,GB/s
nobc,kernelbench,softplus,8192x8192,seguru,time,330.722390,us
nobc,kernelbench,softplus,8192x8192,seguru,throughput,1623.327988,GB/s
nobc,kernelbench,leaky_relu,8192x8192,seguru,time,330.557030,us
nobc,kernelbench,leaky_relu,8192x8192,seguru,throughput,1624.140052,GB/s
nobc,kernelbench,softmax,8192x8192,seguru,time,482.501675,us
nobc,kernelbench,softmax,8192x8192,seguru,throughput,1112.681965,GB/s
nobc,kernelbench,log_softmax,8192x8192,seguru,time,479.955495,us
nobc,kernelbench,log_softmax,8192x8192,seguru,throughput,1118.584780,GB/s
nobc,kernelbench,cumsum,8192x8192,seguru,time,333.685695,us
nobc,kernelbench,cumsum,8192x8192,seguru,throughput,1608.911979,GB/s
nobc,kernelbench,rms_norm,8192x8192,seguru,time,459.986340,us
nobc,kernelbench,rms_norm,8192x8192,seguru,throughput,1167.145337,GB/s
nobc,kernelbench,l1_norm,8192x8192,seguru,time,460.663250,us
nobc,kernelbench,l1_norm,8192x8192,seguru,throughput,1165.430305,GB/s
nobc,kernelbench,l2_norm,8192x8192,seguru,time,460.620375,us
nobc,kernelbench,l2_norm,8192x8192,seguru,throughput,1165.538785,GB/s
nobc,kernelbench,layer_norm,8192x8192,seguru,time,503.396195,us
nobc,kernelbench,layer_norm,8192x8192,seguru,throughput,1066.497755,GB/s
nobc,kernelbench,sum_dim,8192x8192,seguru,time,154.082265,us
nobc,kernelbench,sum_dim,8192x8192,seguru,throughput,1742.369402,GB/s
nobc,kernelbench,mean_dim,8192x8192,seguru,time,154.240810,us
nobc,kernelbench,mean_dim,8192x8192,seguru,throughput,1740.578411,GB/s
nobc,kernelbench,max_dim,8192x8192,seguru,time,154.349510,us
nobc,kernelbench,max_dim,8192x8192,seguru,throughput,1739.352616,GB/s
nobc,kernelbench,argmax_dim,8192x8192,seguru,time,212.928890,us
nobc,kernelbench,argmax_dim,8192x8192,seguru,throughput,1260.835127,GB/s
nobc,kernelbench,mse_loss,8192x8192,seguru,time,306.766530,us
nobc,kernelbench,mse_loss,8192x8192,seguru,throughput,1750.096114,GB/s
nobc,kernelbench,max_pool1d,8192x8192/k=4/s=4,seguru,time,208.295685,us
nobc,kernelbench,max_pool1d,8192x8192/k=4/s=4,seguru,throughput,1610.903846,GB/s
nobc,kernelbench,relu,32768x32768,seguru,time,5222.931945,us
nobc,kernelbench,relu,32768x32768,seguru,throughput,1644.657576,GB/s
nobc,kernelbench,gelu,32768x32768,seguru,time,5212.044455,us
nobc,kernelbench,gelu,32768x32768,seguru,throughput,1648.093117,GB/s
nobc,kernelbench,sigmoid,32768x32768,seguru,time,5225.639250,us
nobc,kernelbench,sigmoid,32768x32768,seguru,throughput,1643.805510,GB/s
nobc,kernelbench,tanh,32768x32768,seguru,time,5216.127355,us
nobc,kernelbench,tanh,32768x32768,seguru,throughput,1646.803080,GB/s
nobc,kernelbench,swish,32768x32768,seguru,time,5225.016265,us
nobc,kernelbench,swish,32768x32768,seguru,throughput,1644.001503,GB/s
nobc,kernelbench,softplus,32768x32768,seguru,time,5223.718185,us
nobc,kernelbench,softplus,32768x32768,seguru,throughput,1644.410033,GB/s
nobc,kernelbench,leaky_relu,32768x32768,seguru,time,5222.137645,us
nobc,kernelbench,leaky_relu,32768x32768,seguru,throughput,1644.907732,GB/s
nobc,kernelbench,softmax,32768x32768,seguru,time,7857.445360,us
nobc,kernelbench,softmax,32768x32768,seguru,throughput,1093.222313,GB/s
nobc,kernelbench,log_softmax,32768x32768,seguru,time,7839.987845,us
nobc,kernelbench,log_softmax,32768x32768,seguru,throughput,1095.656621,GB/s
nobc,kernelbench,cumsum,32768x32768,seguru,time,5349.972395,us
nobc,kernelbench,cumsum,32768x32768,seguru,throughput,1605.603535,GB/s
nobc,kernelbench,rms_norm,32768x32768,seguru,time,7743.877750,us
nobc,kernelbench,rms_norm,32768x32768,seguru,throughput,1109.254933,GB/s
nobc,kernelbench,l1_norm,32768x32768,seguru,time,7742.348960,us
nobc,kernelbench,l1_norm,32768x32768,seguru,throughput,1109.473964,GB/s
nobc,kernelbench,l2_norm,32768x32768,seguru,time,7742.644035,us
nobc,kernelbench,l2_norm,32768x32768,seguru,throughput,1109.431682,GB/s
nobc,kernelbench,layer_norm,32768x32768,seguru,time,10599.986105,us
nobc,kernelbench,layer_norm,32768x32768,seguru,throughput,810.372250,GB/s
nobc,kernelbench,sum_dim,32768x32768,seguru,time,2374.010525,us
nobc,kernelbench,sum_dim,32768x32768,seguru,throughput,1809.216228,GB/s
nobc,kernelbench,mean_dim,32768x32768,seguru,time,2373.612535,us
nobc,kernelbench,mean_dim,32768x32768,seguru,throughput,1809.519584,GB/s
nobc,kernelbench,max_dim,32768x32768,seguru,time,2375.525740,us
nobc,kernelbench,max_dim,32768x32768,seguru,throughput,1808.062230,GB/s
nobc,kernelbench,argmax_dim,32768x32768,seguru,time,4952.472950,us
nobc,kernelbench,argmax_dim,32768x32768,seguru,throughput,867.263367,GB/s
nobc,kernelbench,mse_loss,32768x32768,seguru,time,4766.513705,us
nobc,kernelbench,mse_loss,32768x32768,seguru,throughput,1802.142011,GB/s
nobc,kernelbench,max_pool1d,32768x32768/k=4/s=4,seguru,time,3238.241130,us
nobc,kernelbench,max_pool1d,32768x32768/k=4/s=4,seguru,throughput,1657.909002,GB/s
stock,gpusorting,onesweep_digit_binning,4Mi,seguru,time,0.081020,ms
stock,gpusorting,onesweep_digit_binning,4Mi,cuda,time,0.064784,ms
stock,gpusorting,radix_upsweep,4Mi,seguru,time,0.018576,ms
stock,gpusorting,radix_upsweep,4Mi,cuda,time,0.028697,ms
stock,gpusorting,radix_scan,4Mi,seguru,time,0.007834,ms
stock,gpusorting,radix_scan,4Mi,cuda,time,0.008670,ms
stock,gpusorting,radix_downsweep,4Mi,seguru,time,0.064245,ms
stock,gpusorting,radix_downsweep,4Mi,cuda,time,0.050479,ms
stock,gpusorting,onesweep_global_histogram,4Mi,seguru,time,0.020618,ms
stock,gpusorting,onesweep_global_histogram,4Mi,cuda,time,0.023609,ms
stock,gpusorting,onesweep_scan,4Mi,seguru,time,0.003108,ms
stock,gpusorting,onesweep_scan,4Mi,cuda,time,0.003190,ms
stock,gpusorting,radix_sort_reduce_then_scan,4Mi,seguru,time,0.403167,ms
stock,gpusorting,radix_sort_reduce_then_scan,4Mi,seguru,throughput,10.403397,Gkeys/s
stock,gpusorting,radix_sort_reduce_then_scan,4Mi,cuda,time,0.323768,ms
stock,gpusorting,radix_sort_reduce_then_scan,4Mi,cuda_upstream_tuning,time,0.329851,ms
stock,gpusorting,radix_sort_reduce_then_scan,4Mi,cub,time,0.234086,ms
stock,gpusorting,radix_sort_reduce_then_scan,4Mi,thrust,time,0.453837,ms
stock,gpusorting,radix_sort_reduce_then_scan,4Mi,cpu,time,76.558271,ms
stock,gpusorting,radix_sort_onesweep,4Mi,seguru,time,0.316909,ms
stock,gpusorting,radix_sort_onesweep,4Mi,seguru,throughput,13.235029,Gkeys/s
stock,gpusorting,radix_sort_onesweep,4Mi,cuda,time,0.258785,ms
stock,gpusorting,radix_sort_onesweep,4Mi,cuda_upstream_tuning,time,0.371651,ms
stock,gpusorting,onesweep_digit_binning,64Mi,seguru,time,1.092890,ms
stock,gpusorting,onesweep_digit_binning,64Mi,cuda,time,0.809728,ms
stock,gpusorting,radix_upsweep,64Mi,seguru,time,0.244892,ms
stock,gpusorting,radix_upsweep,64Mi,cuda,time,0.312724,ms
stock,gpusorting,radix_scan,64Mi,seguru,time,0.085331,ms
stock,gpusorting,radix_scan,64Mi,cuda,time,0.090172,ms
stock,gpusorting,radix_downsweep,64Mi,seguru,time,0.899142,ms
stock,gpusorting,radix_downsweep,64Mi,cuda,time,0.681651,ms
stock,gpusorting,onesweep_global_histogram,64Mi,seguru,time,0.251906,ms
stock,gpusorting,onesweep_global_histogram,64Mi,cuda,time,0.259625,ms
stock,gpusorting,onesweep_scan,64Mi,seguru,time,0.003299,ms
stock,gpusorting,onesweep_scan,64Mi,cuda,time,0.003348,ms
stock,gpusorting,radix_sort_reduce_then_scan,64Mi,seguru,time,5.129198,ms
stock,gpusorting,radix_sort_reduce_then_scan,64Mi,seguru,throughput,13.083694,Gkeys/s
stock,gpusorting,radix_sort_reduce_then_scan,64Mi,cuda,time,4.349030,ms
stock,gpusorting,radix_sort_reduce_then_scan,64Mi,cuda_upstream_tuning,time,4.258714,ms
stock,gpusorting,radix_sort_reduce_then_scan,64Mi,cub,time,2.256742,ms
stock,gpusorting,radix_sort_reduce_then_scan,64Mi,thrust,time,2.792806,ms
stock,gpusorting,radix_sort_onesweep,64Mi,seguru,time,4.458839,ms
stock,gpusorting,radix_sort_onesweep,64Mi,seguru,throughput,15.050748,Gkeys/s
stock,gpusorting,radix_sort_onesweep,64Mi,cuda,time,3.394304,ms
stock,gpusorting,radix_sort_onesweep,64Mi,cuda_upstream_tuning,time,3.691520,ms
stock,gpusorting,onesweep_digit_binning,1Gi,seguru,time,17.310800,ms
stock,gpusorting,onesweep_digit_binning,1Gi,cuda,time,12.705865,ms
stock,gpusorting,radix_upsweep,1Gi,seguru,time,3.870935,ms
stock,gpusorting,radix_upsweep,1Gi,cuda,time,4.708168,ms
stock,gpusorting,radix_scan,1Gi,seguru,time,2.003068,ms
stock,gpusorting,radix_scan,1Gi,cuda,time,2.072293,ms
stock,gpusorting,radix_downsweep,1Gi,seguru,time,14.532258,ms
stock,gpusorting,radix_downsweep,1Gi,cuda,time,11.079170,ms
stock,gpusorting,onesweep_global_histogram,1Gi,seguru,time,3.899092,ms
stock,gpusorting,onesweep_global_histogram,1Gi,cuda,time,3.921442,ms
stock,gpusorting,onesweep_scan,1Gi,seguru,time,0.003333,ms
stock,gpusorting,onesweep_scan,1Gi,cuda,time,0.003527,ms
stock,gpusorting,radix_sort_reduce_then_scan,1Gi,seguru,time,80.461395,ms
stock,gpusorting,radix_sort_reduce_then_scan,1Gi,seguru,throughput,13.344807,Gkeys/s
stock,gpusorting,radix_sort_reduce_then_scan,1Gi,cuda,time,68.384628,ms
stock,gpusorting,radix_sort_reduce_then_scan,1Gi,cuda_upstream_tuning,time,63.965954,ms
stock,gpusorting,radix_sort_reduce_then_scan,1Gi,cub,time,35.685890,ms
stock,gpusorting,radix_sort_reduce_then_scan,1Gi,thrust,time,51.999592,ms
stock,gpusorting,radix_sort_onesweep,1Gi,seguru,time,69.393841,ms
stock,gpusorting,radix_sort_onesweep,1Gi,seguru,throughput,15.473157,Gkeys/s
stock,gpusorting,radix_sort_onesweep,1Gi,cuda,time,53.120049,ms
stock,gpusorting,radix_sort_onesweep,1Gi,cuda_upstream_tuning,time,54.410858,ms
stock,gpusorting,onesweep_digit_binning_safe,4Mi,seguru,time,0.106089,ms
stock,gpusorting,onesweep_digit_binning_safe,4Mi,cuda,time,0.064902,ms
stock,gpusorting,radix_sort_onesweep_safe,4Mi,seguru,time,0.401823,ms
stock,gpusorting,radix_sort_onesweep_safe,4Mi,seguru,throughput,10.438190,Gkeys/s
stock,gpusorting,radix_sort_onesweep_safe,4Mi,cuda,time,0.254669,ms
stock,gpusorting,radix_sort_onesweep_safe,4Mi,cuda_upstream_tuning,time,0.370196,ms
stock,gpusorting,onesweep_digit_binning_safe,64Mi,seguru,time,1.476887,ms
stock,gpusorting,onesweep_digit_binning_safe,64Mi,cuda,time,0.805321,ms
stock,gpusorting,radix_sort_onesweep_safe,64Mi,seguru,time,5.963048,ms
stock,gpusorting,radix_sort_onesweep_safe,64Mi,seguru,throughput,11.254121,Gkeys/s
stock,gpusorting,radix_sort_onesweep_safe,64Mi,cuda,time,3.396454,ms
stock,gpusorting,radix_sort_onesweep_safe,64Mi,cuda_upstream_tuning,time,3.694233,ms
stock,gpusorting,onesweep_digit_binning_safe,1Gi,seguru,time,23.395822,ms
stock,gpusorting,onesweep_digit_binning_safe,1Gi,cuda,time,12.641542,ms
stock,gpusorting,radix_sort_onesweep_safe,1Gi,seguru,time,93.432618,ms
